Generation;Generation max fitness;Generation min fitness;Generation average fitness;Global max fitness
940;7576;7230;7525.766666666666;7576
950;7597;7325;7574.866666666667;7597
960;7601;7569;7598.8;7601
970;7601;7518;7597.433333333333;7601
980;7601;7550;7595.7;7601
990;7618;7517;7607.533333333334;7618
1000;7622;7594;7619.966666666666;7622
1010;7622;7513;7613.233333333334;7622
1020;7622;7583;7618.033333333334;7622
1030;7622;7518;7614.066666666667;7622
1040;7622;7516;7616.433333333333;7622
1050;7641;7508;7617.4;7641
1060;7647;7613;7642.866666666667;7647
1070;7647;7426;7614.566666666667;7647
1080;7658;7571;7650.033333333334;7658
1090;7658;7561;7654.266666666666;7658
1100;7661;7367;7640.0;7661
1110;7662;7661;7661.5;7662
1120;7663;7521;7653.266666666666;7663
1130;7677;7513;7659.5;7677
1140;7683;7584;7679.5;7683
1150;7683;7570;7669.5;7683
1160;7685;7539;7675.433333333333;7685
1170;7704;7567;7693.333333333333;7704
1180;7704;7514;7672.966666666666;7704
1190;7704;7502;7681.6;7704
1200;7706;7542;7694.333333333333;7706
1210;7706;7635;7699.133333333333;7706
1220;7709;7686;7708.233333333334;7709
1230;7709;7695;7708.3;7709
1240;7709;7613;7684.6;7709
1250;7710;7560;7698.533333333334;7710
1260;7726;7654;7721.866666666667;7726
1270;7726;7716;7725.233333333334;7726
1280;7726;7674;7720.766666666666;7726
1290;7727;7600;7712.2;7727
1300;7783;7710;7775.9;7778
1310;7783;7455;7761.733333333334;7783
1320;7783;7654;7773.733333333334;7783
1330;7797;7697;7793.666666666667;7797
1340;7798;7583;7785.033333333334;7798
1350;7798;7609;7783.966666666666;7798
1360;7798;7692;7791.966666666666;7798
1370;7802;7615;7779.9;7798
1380;7806;7700;7800.666666666667;7806
1390;7806;7773;7803.9;7806
1400;7806;7745;7801.133333333333;7806
1410;7826;7747;7822.766666666666;7826
1420;7836;7732;7830.966666666666;7836
1430;7837;7831;7836.8;7837
1440;7837;7758;7830.8;7837
1450;7868;7815;7857.266666666666;7868
1460;7871;7760;7849.133333333333;7871
1470;7880;7607;7838.366666666667;7880
1480;7880;7737;7865.866666666667;7880
1490;7900;7863;7897.233333333334;7900
1500;7900;7781;7880.2;7900
1510;7909;7807;7901.766666666666;7909
1520;7911;7826;7906.466666666666;7911
1530;7911;7702;7886.266666666666;7911
1540;7911;7834;7902.0;7911
1550;7911;7784;7894.533333333334;7911
1560;7916;7680;7883.433333333333;7916
1570;7938;7848;7933.166666666667;7938
1580;7942;7857;7932.2;7942
1590;7947;7822;7931.933333333333;7947
1600;7953;7824;7938.7;7953
1610;7972;7914;7969.333333333333;7972
1620;7972;7881;7968.833333333333;7972
1630;7972;7798;7962.8;7972
1640;7972;7884;7966.333333333333;7972
1650;7972;7914;7970.066666666667;7972
1660;7972;7891;7964.3;7972
1670;7980;7775;7955.3;7980
1680;7980;7876;7973.2;7980
1690;8016;7853;7980.566666666667;8016
1700;8016;7853;8009.966666666666;8016
1710;8016;7908;8008.033333333334;8016
1720;8018;7893;8012.033333333334;8018
1730;8018;7853;8004.5;8018
1740;8020;7960;8014.333333333333;8020
1750;8037;7888;8017.1;8033
1760;8040;7954;8033.433333333333;8040
1770;8040;7795;7998.4;8040
1780;8040;7886;8027.233333333334;8040
1790;8040;7856;8008.966666666666;8040
1800;8040;7827;8014.3;8040
1810;8040;7930;8025.7;8040
1820;8041;7980;8038.266666666666;8041
1830;8048;7998;8045.3;8048
1840;8048;7835;8022.866666666667;8048
1850;8085;7948;8070.1;8085
1860;8085;8031;8082.2;8085
1870;8099;8043;8092.9;8097
1880;8104;8099;8101.5;8104
1890;8104;8022;8099.233333333334;8104
1900;8104;8025;8101.366666666667;8104
1910;8104;8042;8098.4;8104
1920;8104;8063;8094.0;8104
1930;8104;7897;8088.966666666666;8104
1940;8104;7964;8093.133333333333;8104
1950;8111;7841;8083.666666666667;8111
1960;8111;7855;8065.533333333334;8111
1970;8111;7922;8093.9;8111
1980;8111;8060;8107.0;8111
1990;8113;7999;8105.5;8113
2000;8113;8113;8113.0;8113
2010;8120;7594;8077.266666666666;8120
2020;8120;8078;8116.666666666667;8120
2030;8121;7996;8113.733333333334;8121
2040;8125;7618;8086.933333333333;8125
2050;8125;7929;8108.2;8125
2060;8125;8074;8119.0;8125
2070;8129;7984;8118.866666666667;8129
2080;8129;8008;8109.033333333334;8129
2090;8129;7942;8109.766666666666;8129
2100;8129;8036;8118.2;8129
2110;8129;7980;8110.166666666667;8129
2120;8133;7874;8099.0;8133
2130;8134;7996;8121.066666666667;8134
2140;8136;7753;8099.833333333333;8134
2150;8144;7881;8106.866666666667;8142
2160;8145;8076;8141.266666666666;8145
2170;8145;8086;8140.3;8145
2180;8145;8034;8130.533333333334;8145
2190;8145;8047;8126.133333333333;8145
2200;8145;8024;8130.3;8145
2210;8145;7985;8127.266666666666;8145
2220;8145;8033;8137.133333333333;8145
2230;8146;7897;8125.3;8146
2240;8151;8034;8138.833333333333;8151
2250;8154;8058;8142.833333333333;8154
2260;8160;8073;8152.266666666666;8160
2270;8178;8098;8171.833333333333;8178
2280;8183;8039;8170.0;8183
2290;8187;8016;8170.2;8187
2300;8187;8127;8185.0;8187
2310;8188;7984;8177.2;8188
2320;8190;8090;8183.0;8190
2330;8190;8154;8187.666666666667;8190
2340;8191;8077;8183.666666666667;8190
2350;8194;8116;8190.266666666666;8194
2360;8194;8136;8188.6;8194
2370;8197;8092;8192.666666666666;8197
2380;8198;8067;8193.633333333333;8198
2390;8207;8112;8190.633333333333;8207
2400;8221;8126;8213.5;8221
2410;8221;8165;8217.4;8221
2420;8223;8014;8210.466666666667;8223
2430;8227;8065;8216.433333333332;8227
2440;8227;8076;8220.433333333332;8227
2450;8229;8078;8219.633333333333;8229
2460;8234;8105;8226.9;8234
2470;8237;7958;8212.633333333333;8237
2480;8237;8147;8227.2;8237
2490;8237;8184;8234.766666666666;8237
2500;8237;8064;8225.3;8237
2510;8249;8243;8246.966666666667;8249
2520;8249;8193;8244.5;8249
2530;8249;8067;8237.8;8249
2540;8249;8052;8239.633333333333;8249
2550;8268;8204;8265.166666666666;8268
2560;8272;8088;8258.166666666666;8272
2570;8288;8142;8272.0;8288
2580;8289;8157;8275.366666666667;8289
2590;8289;8090;8277.2;8289
2600;8292;8213;8288.9;8292
2610;8292;8158;8282.966666666667;8292
2620;8292;8147;8277.166666666666;8292
2630;8292;8186;8282.233333333334;8292
2640;8292;8119;8277.966666666667;8292
2650;8292;8253;8287.366666666667;8292
2660;8292;8118;8270.133333333333;8292
2670;8292;7962;8274.7;8292
2680;8292;8171;8276.633333333333;8292
2690;8292;8137;8275.366666666667;8292
2700;8292;8174;8277.866666666667;8292
2710;8292;7936;8257.8;8292
2720;8292;8165;8284.2;8292
2730;8294;8213;8287.533333333333;8294
2740;8299;8299;8299.0;8299
2750;8299;8099;8283.2;8299
2760;8299;8154;8284.266666666666;8299
2770;8299;8194;8290.533333333333;8299
2780;8299;8230;8286.233333333334;8299
2790;8299;8204;8293.866666666667;8299
2800;8299;8151;8286.766666666666;8299
2810;8299;8156;8286.2;8299
2820;8299;8150;8281.0;8299
2830;8299;8207;8282.6;8299
2840;8300;8225;8293.866666666667;8300
2850;8300;8187;8280.066666666668;8300
2860;8300;8013;8281.966666666667;8300
2870;8300;8175;8287.766666666666;8300
2880;8306;8151;8290.8;8306
2890;8308;8194;8293.133333333333;8306
2900;8308;8181;8300.166666666666;8308
2910;8312;8184;8297.666666666666;8308
2920;8324;8125;8316.633333333333;8324
2930;8329;8215;8322.9;8329
2940;8330;8274;8327.2;8329
2950;8332;8174;8315.633333333333;8332
2960;8333;8331;8332.933333333332;8333
2970;8333;8196;8315.366666666667;8333
2980;8333;8238;8328.966666666667;8333
2990;8337;8222;8326.2;8333
3000;8337;8210;8328.533333333333;8337
3010;8337;8185;8322.766666666666;8337
3020;8337;8279;8330.066666666668;8337
3030;8337;8214;8326.033333333333;8337
3040;8337;8235;8328.266666666666;8337
3050;8337;8126;8318.366666666667;8337
3060;8339;8261;8334.666666666666;8339
3070;8339;8262;8330.2;8339
3080;8339;8274;8335.933333333332;8339
3090;8344;8135;8331.166666666666;8339
3100;8344;8277;8338.333333333334;8344
3110;8345;8146;8306.366666666667;8345
3120;8345;8258;8340.866666666667;8345
3130;8345;8151;8328.033333333333;8345
3140;8349;8237;8337.366666666667;8349
3150;8356;8171;8343.533333333333;8356
3160;8356;8255;8347.933333333332;8356
3170;8356;8057;8314.2;8356
3180;8357;8120;8313.466666666667;8357
3190;8357;8340;8356.333333333334;8357
3200;8357;8302;8354.833333333334;8357
3210;8357;8085;8332.0;8357
3220;8357;8193;8326.766666666666;8357
3230;8357;8208;8341.3;8357
3240;8357;8223;8342.966666666667;8357
3250;8360;8273;8347.266666666666;8360
3260;8360;8304;8354.7;8360
3270;8360;8256;8353.466666666667;8360
3280;8377;8232;8370.333333333334;8377
3290;8377;8208;8357.333333333334;8377
3300;8377;8259;8368.066666666668;8377
3310;8382;8350;8380.933333333332;8382
3320;8382;8382;8382.0;8382
3330;8382;8374;8381.566666666668;8382
3340;8393;8344;8385.8;8393
3350;8393;8207;8381.5;8393
3360;8393;7877;8317.733333333334;8393
3370;8393;7980;8341.333333333334;8393
3380;8393;8302;8387.633333333333;8393
3390;8397;8310;8389.633333333333;8397
3400;8405;7844;8325.033333333333;8405
3410;8405;8036;8327.9;8405
3420;8405;7859;8320.466666666667;8405
3430;8405;8293;8393.766666666666;8405
3440;8405;8218;8383.266666666666;8405
3450;8405;8183;8390.466666666667;8405
3460;8405;8186;8385.533333333333;8405
3470;8405;8269;8393.433333333332;8405
3480;8405;8294;8398.566666666668;8405
3490;8405;8405;8405.0;8405
3500;8405;8187;8396.733333333334;8405
3510;8408;8303;8399.0;8408
3520;8408;8277;8390.766666666666;8408
3530;8408;8333;8403.8;8408
3540;8408;8241;8396.1;8408
3550;8408;8270;8395.833333333334;8408
3560;8408;8359;8404.466666666667;8408
3570;8414;8277;8406.266666666666;8414
3580;8414;8251;8402.2;8414
3590;8414;8262;8403.466666666667;8414
3600;8417;8264;8402.6;8416
3610;8420;8225;8409.166666666666;8420
3620;8423;8300;8413.366666666667;8423
3630;8426;8311;8414.333333333334;8426
3640;8426;8275;8412.933333333332;8426
3650;8427;8332;8423.2;8427
3660;8427;8384;8423.866666666667;8427
3670;8427;8398;8424.133333333333;8427
3680;8427;8329;8423.233333333334;8427
3690;8427;8298;8421.3;8427
3700;8429;8242;8407.9;8429
3710;8432;8432;8432.0;8432
3720;8432;8432;8432.0;8432
3730;8433;8418;8432.5;8433
3740;8433;8287;8417.0;8433
3750;8433;8347;8424.133333333333;8433
3760;8433;8300;8410.433333333332;8433
